Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,MORT_30_AMI_Score,MORT_30_CABG_Score,MORT_30_COPD_Score,MORT_30_HF_Score,MORT_30_PN_Score,MORT_30_STK_Score,rating_group,READM_30_AMI_Score,READM_30_CABG_Score,READM_30_COPD_Score,READM_30_HF_Score,READM_30_HIP_KNEE_Score,READM_30_HOSP_WIDE_Score,READM_30_PN_Score,READM_30_STK_Score,TIME_OP_21_Score,TIME_OP_5_Score,EFF_EDV_Score,EFF_ED_1b_Score,EFF_ED_2b_Score,EFF_IMM_2_Score,EFF_IMM_3_OP_27_FAC_ADHPCT_Score,EFF_OP_18b_Score,EFF_OP_20_Score,EFF_OP_22_Score,EFF_OP_29_Score,EFF_OP_30_Score,EFF_OP_4_Score,EFF_PC_01_Score,EFF_STK_1_Score,EFF_STK_10_Score,EFF_STK_2_Score,EFF_STK_4_Score,EFF_STK_5_Score,EFF_STK_6_Score,EFF_VTE_1_Score,EFF_VTE_2_Score,EFF_VTE_3_Score,EFF_VTE_5_Score,EFF_VTE_6_Score,EXP_H_CLEAN_STAR_RATING_Score,EXP_H_COMP_1_STAR_RATING_Score,EXP_H_COMP_2_STAR_RATING_Score,EXP_H_COMP_3_STAR_RATING_Score,EXP_H_COMP_4_STAR_RATING_Score,EXP_H_COMP_5_STAR_RATING_Score,EXP_H_COMP_6_STAR_RATING_Score,EXP_H_COMP_7_STAR_RATING_Score,EXP_H_HSP_RATING_STAR_RATING_Score,EXP_H_QUIET_STAR_RATING_Score,EXP_H_RECMND_STAR_RATING_Score,EXP_H_STAR_RATING_Score,SAFETY_COMP_HIP_KNEE_Score,SAFETY_PSI_12_POSTOP_PULMEMB_DVT_Score,SAFETY_PSI_13_POST_SEPSIS_Score,SAFETY_PSI_14_POSTOP_DEHIS_Score,SAFETY_PSI_15_ACC_LAC_Score,SAFETY_PSI_3_ULCER_Score,SAFETY_PSI_4_SURG_COMP_Score,SAFETY_PSI_6_IAT_PTX_Score,SAFETY_PSI_7_CVCBI_Score,SAFETY_PSI_90_SAFETY_Score,SAFETY_HAI_1_SIR_Score,SAFETY_HAI_1a_SIR_Score,SAFETY_HAI_2_SIR_Score,SAFETY_HAI_2a_SIR_Score,SAFETY_HAI_3_SIR_Score,SAFETY_HAI_4_SIR_Score,SAFETY_HAI_5_SIR_Score,SAFETY_HAI_6_SIR_Score,MED_OP_10_Score,MED_OP_11_Score,MED_OP_13_Score,MED_OP_14_Score,MED_OP_8_Score,MED_OP_9_Score
50158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,8189955000,Others,Yes,3,2,2,0,1,1,2,1,-11.9,-3.3313706563706598,-7.0,-9.7,-11.8,-12.3,1.0,16.6,14.407609756097571,19.3,21.5,4.615622423742788,17.1,20.2,12.9,-38.0,-8.0,-0.0,-218.0,-66.0,91.0,86.0,-107.0,-4.0,-0.0,72.82085456683653,80.30669895076674,100.0,-2.4202467035304127,100.0,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,100.0,97.0,95.0,100.0,92.86359447004608,-2.0308692120227456,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,-3.0429044269755976,-4.08,-10.254040976460342,-2.318955047318607,-1.15,-0.33,-136.7713924050633,-0.36,-0.14,-0.74,-0.0,-0.5291246169560778,-0.0,-0.5821033393501804,-0.9639795511221948,-0.8711765402843596,-0.9872120872971472,-0.82,-0.0,-2.9362454873646207,-4.716941747572817,-6.2,-39.964766483516584,-9.144957331264559
50159,VENTURA COUNTY MEDICAL CENTER,3291 LOMA VISTA RD,VENTURA,CA,93003,VENTURA,8056526075,Government,Yes,2,1,1,1,0,0,0,1,-14.5,-3.3313706563706598,-8.7,-11.5,-19.5,-15.1,0.0,16.89357410881801,14.407609756097571,20.1,22.4,4.5,15.4,16.3,12.0,-79.0,-8.25520523497918,-2.0,-411.0,-190.0,87.0,62.0,-179.0,-40.0,-5.0,8.0,12.0,96.12303980699639,-0.0,100.0,100.0,100.0,89.59142212189616,100.0,100.0,97.0,100.0,90.0,73.0,-2.0308692120227456,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,-2.7,-5.89,-10.254040976460342,-2.76,-1.48,-0.27,-146.16,-0.44,-0.14,-0.94,-1.065,-1.636,-0.775,-1.742,-3.0,-0.8711765402843596,-0.402,-0.691,-17.4,-0.0,-6.3,-1.8,-39.964766483516584,-4.0
50167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,SAN JOAQUIN,2094686000,Government,Yes,2,1,1,1,0,1,0,1,-15.3,-3.3313706563706598,-8.7,-11.6,-19.5,-16.4,0.0,16.89357410881801,14.407609756097571,20.4,21.6,4.615622423742788,16.2,17.6,12.8,-80.0,-23.0,-1.0,-480.0,-215.0,91.0,90.0,-182.0,-57.0,-5.0,74.0,92.0,91.0,-0.0,95.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,80.0,-0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,-3.0429044269755976,-6.08,-10.254040976460342,-2.73,-1.32,-0.31,-136.7713924050633,-0.37,-0.26,-0.92,-0.278,-0.176,-0.57,-0.561,-0.492,-0.8711765402843596,-1.933,-1.158,-3.7,-0.0,-0.0,-2.9644051130776847,-39.964766483516584,-7.2
50168,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,ORANGE,7149923000,Voluntary,Yes,3,1,1,2,1,1,0,0,-14.2,-2.6,-9.4,-12.6,-15.7,-15.8,1.0,17.1,12.8,19.6,21.9,3.9,15.1,14.9,12.2,-60.0,-12.0,-3.0,-332.0,-125.0,78.0,81.0,-200.0,-29.0,-2.0,87.0,16.0,99.0,-2.0,98.0,97.85886287625418,99.06987788331072,100.0,98.1979797979798,95.0,93.0,96.0,92.0,94.0,-6.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,-2.6,-4.53,-9.36,-2.01,-1.56,-0.83,-122.51,-0.4,-0.19,-0.91,-0.484,-0.521,-0.571,-0.941,-1.904,-0.829,-1.119,-0.961,-32.8,-1.9,-6.3,-1.2,-31.4,-5.7
50169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 WASHINGTON BLVD,WHITTIER,CA,90602,LOS ANGELES,5266980811,Voluntary,Yes,3,2,0,0,2,0,0,0,-12.8,-3.3313706563706598,-6.1,-9.8,-12.5,-13.1,1.0,16.7,14.407609756097571,20.3,22.1,4.5,16.7,16.4,14.3,-74.0,-8.0,-3.0,-346.0,-112.0,95.0,89.0,-244.0,-7.0,-2.0,27.0,18.0,98.0,-4.0,99.0,100.0,99.0,95.0,99.0,99.0,95.0,98.0,94.0,94.0,-0.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,-2.6,-6.7,-10.12,-2.04,-1.24,-3.73,-116.67,-0.28,-0.11,-1.15,-0.09,-0.0,-0.204,-0.745,-0.799,-1.575,-0.913,-0.967,-19.8,-1.1,-5.1,-1.7,-33.3,-7.6
50174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,CA,95405,SONOMA,7075255300,Voluntary,Yes,4,0,2,2,0,1,0,2,-14.0,-3.0,-9.2,-12.5,-18.7,-18.1,2.0,15.2,13.2,18.4,20.1,3.6,13.6,14.3,11.9,-92.0,-3.0,-2.0,-389.0,-186.0,89.0,70.0,-197.0,-42.0,-5.0,100.0,74.0,100.0,-11.0,97.0,100.0,99.06987788331072,92.0,98.1979797979798,95.0,91.0,93.0,93.0,87.0,-4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,-2.8,-2.95,-8.41,-2.5,-1.61,-0.34,-134.23,-0.31,-0.08,-0.74,-0.559,-0.867,-1.538,-1.867,-2.234,-0.8711765402843596,-0.791,-1.356,-3.7,-0.5,-0.9,-1.7,-34.3,-5.8
50179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,2096674200,Voluntary,Yes,3,1,1,1,0,1,0,1,-13.8,-2.6,-9.0,-11.5,-16.4,-16.1,1.0,17.7,15.6,21.2,23.3,5.1,15.8,17.9,11.9,-70.0,-8.0,-3.0,-379.0,-160.0,97.0,79.0,-183.0,-37.0,-2.0,69.0,34.0,97.0,-0.0,97.0,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,94.0,97.0,100.0,97.0,97.0,-0.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,-3.0,-4.53,-9.2,-2.66,-1.68,-0.13,-145.66,-0.52,-0.12,-0.9,-0.797,-0.709,-0.0,-0.0,-0.827,-0.8711765402843596,-0.568,-1.453,-1.3,-0.0,-4.716941747572817,-3.3,-39.964766483516584,-8.9
50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,CONTRA COSTA,9259393000,Voluntary,Yes,4,1,2,2,2,1,0,1,-14.4,-3.3313706563706598,-9.3,-10.9,-15.2,-15.2,2.0,17.1,14.407609756097571,20.4,19.7,3.8,15.3,17.9,10.8,-64.0,-6.0,-2.0,-316.0,-137.0,87.0,79.0,-178.0,-22.0,-1.0,72.82085456683653,80.30669895076674,100.0,-5.0,97.0,98.0,99.0,93.0,98.0,93.0,96.0,98.0,100.0,85.0,-0.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,-2.1,-3.32,-8.06,-1.97,-1.83,-0.09,-118.34,-0.4,-0.09,-0.81,-1.008,-1.075,-1.112,-1.274,-1.461,-0.543,-0.21,-1.01,-1.9,-0.0,-4.4,-2.5,-39.964766483516584,-7.5
50189,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,MONTEREY,8313856000,Voluntary,Yes,3,1,1,1,1,1,1,1,-14.054091300602925,-3.3313706563706598,-7.8,-12.7,-17.9,-14.889759999999963,1.0,16.89357410881801,14.407609756097571,20.3,21.8,4.615622423742788,15.5,15.5,12.585075233834889,-40.0,-11.0,-0.0,-310.0,-95.0,74.0,88.0,-124.0,-35.0,-4.0,88.0,80.30669895076674,97.0,-0.0,96.59431021044428,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,95.62861736334405,88.0,88.0,93.2234753550543,92.86359447004608,-2.0308692120227456,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,-3.0429044269755976,-4.88,-10.254040976460342,-2.318955047318607,-1.64,-0.43,-136.7713924050633,-0.4,-0.17,-0.92,-0.0,-0.5291246169560778,-1.996,-0.5821033393501804,-0.9639795511221948,-0.8711765402843596,-0.9872120872971472,-0.101,-1.3,-0.0,-4.716941747572817,-2.9644051130776847,-39.964766483516584,-3.5
50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Voluntary,Yes,3,1,1,1,0,2,0,1,-12.6,-4.5,-6.7,-10.3,-12.8,-14.6,1.0,17.5,14.407609756097571,21.4,22.5,5.1,16.1,16.2,12.8,-45.0,-14.0,-2.0,-338.0,-180.0,98.0,72.0,-141.0,-17.0,-2.0,80.0,97.0,93.0,-6.0,100.0,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,100.0,97.0,100.0,92.0,100.0,-2.0308692120227456,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,-3.6,-5.43,-9.67,-2.19,-1.03,-0.22,-135.43,-0.39,-0.13,-0.79,-0.432,-0.41,-0.389,-0.387,-0.0,-0.8711765402843596,-0.959,-0.736,-10.6,-10.7,-3.2,-2.9644051130776847,-39.964766483516584,-5.1
50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Government,Yes,2,1,1,1,0,1,1,1,-14.054091300602925,-3.3313706563706598,-7.8,-12.04365271532342,-17.2,-14.889759999999963,0.0,16.89357410881801,14.407609756097571,20.0,21.998203799654586,4.615622423742788,15.2,16.8,12.585075233834889,-51.0,-33.0,-1.0,-332.0,-99.0,88.0,92.0,-132.0,-17.0,-2.0,72.82085456683653,80.30669895076674,85.0,-2.0,100.0,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,95.62861736334405,93.0,96.89949016751639,93.2234753550543,92.86359447004608,-2.0308692120227456,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,-3.0429044269755976,-5.045178940123873,-10.254040976460342,-2.318955047318607,-1.39,-0.44,-136.7713924050633,-0.4,-0.17,-0.89,-0.5400385448245985,-0.5291246169560778,-0.48320672023374717,-0.5821033393501804,-0.9639795511221948,-0.8711765402843596,-0.9872120872971472,-0.0,-13.4,-2.9362454873646207,-4.716941747572817,-2.9644051130776847,-39.964766483516584,-6.6
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Others,Yes,3,1,2,1,0,1,1,1,-13.8,-3.3313706563706598,-8.3,-13.6,-16.6,-15.1,1.0,16.89357410881801,14.407609756097571,21.5,22.2,4.8,16.1,17.1,12.5,-56.0,-16.0,-1.0,-295.0,-98.0,96.0,75.0,-152.0,-21.0,-3.0,91.0,78.0,100.0,-16.0,100.0,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,90.0,99.0,100.0,77.0,92.86359447004608,-2.0308692120227456,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,-2.7,-3.84,-9.3,-2.23,-0.9,-0.25,-136.7713924050633,-0.43,-0.15,-0.67,-0.0,-0.0,-0.0,-0.0,-0.9639795511221948,-0.8711765402843596,-0.9872120872971472,-0.55,-3.3,-0.0,-3.4,-0.2,-39.964766483516584,-3.7
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,5107971111,Government,Yes,3,1,2,0,0,1,0,1,-12.6,-3.5,-7.2,-11.8,-15.3,-14.9,1.0,19.6,15.7,19.0,23.6,3.3,16.1,20.4,13.3,-61.0,-8.25520523497918,-2.0,-319.0,-139.0,96.0,92.0,-142.0,-31.0,-2.0,72.82085456683653,80.30669895076674,96.12303980699639,-2.0,99.0,99.0,99.0,94.0,99.0,98.0,90.0,96.0,96.0,100.0,-2.0308692120227456,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,-1.9,-3.02,-8.89,-2.67,-1.81,-0.35,-150.58,-0.31,-0.1,-0.8,-1.001,-0.99,-0.941,-1.827,-0.557,-0.8711765402843596,-0.733,-1.698,-4.2,-6.2,-6.9,-1.7,-39.964766483516584,-9.2
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Voluntary,Yes,4,1,1,2,1,2,1,1,-13.9,-2.9,-6.5,-11.3,-16.7,-14.5,2.0,16.2,12.8,18.1,19.4,4.3,15.0,17.1,12.3,-38.0,-8.25520523497918,-1.0,-250.0,-98.0,99.0,79.0,-110.0,-13.0,-1.0,72.82085456683653,80.30669895076674,96.12303980699639,-0.0,100.0,100.0,100.0,89.59142212189616,100.0,100.0,97.0,100.0,93.2234753550543,92.86359447004608,-2.0308692120227456,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,-2.8,-7.56,-6.56,-2.64,-0.87,-0.17,-111.94,-0.38,-0.14,-0.85,-0.0,-0.0,-1.073,-0.54,-1.304,-1.101,-0.0,-1.09,-6.6,-0.5,-4.716941747572817,-2.2,-43.9,-9.4
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Others,Yes,3,1,2,0,1,0,0,1,-12.9,-3.3313706563706598,-7.8,-12.0,-17.7,-13.5,1.0,17.6,14.407609756097571,20.4,23.2,4.5,16.1,18.5,12.0,-86.0,-8.25520523497918,-3.0,-602.0,-289.0,90.0,63.0,-147.0,-56.0,-1.0,72.82085456683653,80.30669895076674,96.12303980699639,-2.4202467035304127,77.0,100.0,94.0,3.0,92.0,88.0,83.0,87.0,91.0,100.0,-6.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,-3.5,-5.46,-10.41,-2.14,-1.02,-0.15,-139.36,-0.42,-0.12,-0.79,-0.637,-0.308,-0.179,-0.0,-0.418,-0.8711765402843596,-2.506,-1.394,-2.2,-1.4,-4.716941747572817,-2.9644051130776847,-39.964766483516584,-9.144957331264559
50205,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,6263350231,Others,Yes,4,1,1,1,1,0,1,1,-14.054091300602925,-3.3313706563706598,-7.4,-11.4,-11.7,-14.889759999999963,2.0,16.89357410881801,14.407609756097571,18.2,20.8,4.615622423742788,15.0,14.6,12.585075233834889,-54.14509940704569,-8.25520523497918,-0.0,-292.0,-78.0,97.0,79.0,-170.0,-15.0,-0.0,72.82085456683653,80.30669895076674,96.12303980699639,-2.4202467035304127,96.59431021044428,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,95.62861736334405,76.0,78.0,93.2234753550543,92.86359447004608,-2.0308692120227456,2.716745442268737,3.4186360567184333,3.0975692099932477,3.163403106009453,3.0773126266036464,2.9564483457123565,3.287981093855503,2.5364618501012828,3.4098582039162726,2.9047940580688723,3.0823767724510467,3.098919648885888,-3.0429044269755976,-4.92,-10.254040976460342,-2.318955047318607,-1.29,-0.45,-136.7713924050633,-0.39,-0.15,-0.84,-0.5400385448245985,-0.5291246169560778,-0.58,-0.869,-0.9639795511221948,-0.8711765402843596,-0.9872120872971472,-0.811,-8.692896551724125,-2.9362454873646207,-4.716941747572817,-0.0,-39.964766483516584,-9.144957331264559
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Government,Yes,2,1,1,1,0,1,1,1,-13.6,-3.3313706563706598,-7.4,-11.7,-17.2,-13.1,0.0,16.8,14.407609756097571,19.4,23.1,4.4,15.9,20.1,14.4,-53.0,-11.0,-0.0,-295.0,-124.0,95.0,83.0,-145.0,-29.0,-1.0,72.82085456683653,80.30669895076674,100.0,-2.4202467035304127,98.0,98.0,100.0,87.0,100.0,100.0,97.0,97.0,93.2234753550543,92.86359447004608,-2.0308692120227456,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,-2.9,-5.01,-10.06,-2.27,-1.53,-0.24,-136.7713924050633,-0.41,-0.14,-0.89,-0.5400385448245985,-0.5291246169560778,-0.0,-0.0,-0.9639795511221948,-0.8711765402843596,-0.9872120872971472,-1.453,-9.4,-0.0,-4.716941747572817,-2.9644051130776847,-39.964766483516584,-12.0
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Others,Yes,4,2,2,1,2,2,0,2,-15.2,-4.0,-6.4,-10.3,-14.4,-12.2,2.0,17.7,16.2,18.4,21.7,5.4,15.9,17.5,14.4,-36.0,-8.0,-3.0,-434.0,-209.0,99.0,89.0,-203.0,-92.0,-3.0,78.0,100.0,95.0,-2.0,99.0,99.0,99.0,100.0,95.0,100.0,98.0,100.0,98.0,100.0,-2.0308692120227456,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,-3.1,-2.77,-7.65,-2.04,-1.31,-0.31,-155.03,-0.26,-0.1,-0.64,-1.723,-0.534,-0.247,-0.453,-1.937,-0.694,-0.743,-1.357,-0.2,-0.0,-4.716941747572817,-2.3,-39.964766483516584,-9.144957331264559
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,9497644624,Voluntary,Yes,4,2,2,1,2,1,1,0,-13.5,-2.2,-8.9,-13.4,-13.0,-13.2,2.0,15.3,14.0,20.0,20.3,4.615622423742788,15.5,16.5,12.9,-61.0,-4.0,-3.0,-290.0,-82.0,98.0,91.0,-172.0,-46.0,-1.0,57.0,75.0,100.0,-2.0,95.0,99.0,100.0,98.0,98.0,99.0,90.0,99.0,95.0,83.0,-6.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,-3.0429044269755976,-3.54,-7.71,-2.38,-0.8,-0.05,-102.44,-0.46,-0.17,-0.61,-0.89,-0.563,-0.591,-0.816,-1.139,-0.373,-0.252,-1.568,-11.9,-6.9,-7.8,-2.3,-37.5,-6.8
50225,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,PARADISE,CA,95969,BUTTE,5308779361,Voluntary,Yes,3,1,1,2,0,2,0,0,-13.6,-3.3313706563706598,-7.2,-10.7,-16.9,-13.6,1.0,15.7,14.407609756097571,20.0,19.3,4.3,14.7,16.7,13.0,-70.0,-22.0,-1.0,-337.0,-98.0,97.0,79.0,-179.0,-24.0,-1.0,67.0,100.0,94.0,-2.0,98.0,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,100.0,97.0,100.0,100.0,93.0,-2.0308692120227456,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,3.0,-2.9,-4.25,-10.83,-2.59,-1.65,-0.16,-118.82,-0.36,-0.12,-0.86,-0.0,-0.0,-0.455,-0.0,-0.9639795511221948,-0.8711765402843596,-0.9872120872971472,-2.449,-14.9,-1.2,-2.6,-2.0,-37.3,-12.7
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,7147741450,Voluntary,Yes,3,2,0,2,0,1,1,1,-14.2,-3.2,-7.4,-11.1,-12.4,-14.6,1.0,17.9,13.8,21.3,21.5,4.9,14.7,16.0,12.7,-78.0,-3.0,-0.0,-286.0,-115.0,96.0,77.0,-180.0,-54.0,-2.0,88.0,95.0,88.0,-2.0,96.0,100.0,100.0,89.59142212189616,94.0,99.0,93.0,96.0,97.0,93.0,-5.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,-2.7,-3.56,-8.14,-2.17,-2.53,-1.65,-131.44,-0.38,-0.21,-1.12,-0.402,-0.279,-0.417,-0.263,-0.336,-0.0,-0.0,-1.84,-13.1,-0.0,-4.716941747572817,-1.2,-39.964766483516584,-13.8
50228,SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4152068000,Government,Yes,1,1,0,0,0,0,0,1,-14.9,-3.3313706563706598,-8.1,-12.8,-18.3,-19.4,0.0,16.5,14.407609756097571,20.4,23.2,4.5,16.7,19.9,12.5,-56.0,-8.25520523497918,-3.0,-469.0,-200.0,68.0,76.0,-231.0,-40.0,-7.0,72.82085456683653,80.30669895076674,96.12303980699639,-0.0,99.0,100.0,100.0,97.0,100.0,100.0,88.0,90.0,97.0,81.0,-2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,-3.0,-8.62,-8.95,-2.16,-1.55,-0.56,-133.71,-0.38,-0.11,-1.12,-0.178,-0.152,-0.902,-0.947,-2.2,-0.8711765402843596,-0.388,-0.534,-9.7,-0.7,-4.716941747572817,-4.9,-61.0,-5.9
50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,ORANGE,7145375160,Others,Yes,3,2,2,2,0,2,1,1,-13.6,-3.3313706563706598,-8.4,-10.1,-11.9,-12.8,1.0,17.2,14.407609756097571,20.0,21.5,4.615622423742788,14.6,15.9,12.0,-63.0,-13.0,-1.0,-271.0,-108.0,100.0,90.0,-155.0,-26.0,-3.0,72.82085456683653,80.30669895076674,97.0,-0.0,100.0,100.0,100.0,89.59142212189616,100.0,100.0,100.0,100.0,100.0,100.0,-2.0308692120227456,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,-3.0429044269755976,-3.26,-10.254040976460342,-2.26,-0.99,-0.16,-136.7713924050633,-0.32,-0.14,-0.63,-0.459,-0.0,-0.0,-0.0,-0.9639795511221948,-0.8711765402843596,-0.9872120872971472,-1.099,-15.0,-2.9362454873646207,-4.716941747572817,-2.9644051130776847,-39.964766483516584,-9.144957331264559
50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,9098659500,Voluntary,Yes,3,1,1,1,0,2,0,1,-14.3,-2.6,-7.5,-10.9,-18.1,-12.9,1.0,16.3,14.4,19.8,22.3,4.0,15.8,17.7,13.5,-69.0,-0.0,-3.0,-454.0,-230.0,92.0,88.0,-208.0,-39.0,-2.0,85.0,99.0,100.0,-0.0,98.0,100.0,100.0,100.0,100.0,100.0,94.0,99.0,100.0,100.0,-5.0,4.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,-3.3,-4.53,-13.26,-2.09,-1.22,-0.57,-133.81,-0.28,-0.19,-0.81,-0.68,-0.558,-0.906,-0.907,-1.626,-1.191,-2.292,-1.442,-6.6,-0.0,-1.6,-0.9,-39.964766483516584,-4.0
50232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,8055435353,Voluntary,Yes,4,1,2,2,2,2,1,0,-13.9,-3.6,-8.9,-13.7,-16.5,-14.1,2.0,13.7,14.5,18.3,19.9,4.1,14.8,14.8,11.6,-32.0,-8.25520523497918,-0.0,-244.0,-114.0,100.0,70.0,-124.0,-10.0,-0.0,100.0,100.0,96.12303980699639,-0.0,96.0,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,100.0,99.0,99.0,95.0,100.0,-2.0308692120227456,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,-3.3,-2.52,-7.86,-2.17,-0.83,-0.22,-128.47,-0.35,-0.13,-0.54,-0.0,-0.0,-0.502,-1.106,-0.896,-0.8711765402843596,-0.9872120872971472,-0.79,-18.8,-20.0,-4.716941747572817,-2.4,-39.964766483516584,-7.8
